,季節,季語,読み仮名,傍題
1963,秋,宵闇,よいやみ,
1964,秋,夜寒,よさむ,宵寒・夜寒し
1965,秋,吉田火祭,よしだひまつり,吉田浅間祭・芒祭・火伏祭
1966,秋,夜長,よなが,長き夜・夜長し
1967,秋,夜なべ,よなべ,夜仕事・夜業
1968,秋,落花生,らっかせい,南京豆・ピーナツ
1969,秋,立秋,りっしゅう,秋立つ・秋来る・秋に入る・今朝の秋・今日の秋
1970,秋,流星,りゅうせい,流れ星・走り星・夜這星・星流る・星飛ぶ
1971,秋,良夜,りょうや,良宵・佳宵
1972,秋,林火忌,りんかき,
1973,秋,林檎,りんご,紅玉・国光・林檎園
1974,秋,竜胆,りんどう,笹竜胆・深山竜胆・蔓竜胆
1975,秋,檸檬,れもん,レモン
1976,秋,六斎念仏,ろくさいねんぶつ,六斎・六斎踊・六斎太鼓
1977,秋,六道参,ろくどうまいり,精霊迎・迎鐘
1978,秋,若煙草,わかたばこ,新煙草・懸煙草・煙草刈る・煙草干す
1979,秋,早稲,わせ,早稲の香・早稲田・早稲刈る
1980,秋,棉,わた,棉の実・棉実る・棉吹く・桃吹く
1981,秋,綿取,わたとり,綿摘・綿取る・綿干す
1982,秋,渡り鳥,わたりどり,鳥渡る・小鳥来る・鳥雲
1983,秋,藁塚,わらづか,にほ
1984,秋,吾亦紅,われもこう,吾木香
1985,冬,アイスホッケー,あいすほっけー,
1986,冬,青木の実,あおきのみ,
1987,冬,皸,あかぎれ,あかがり
1988,冬,網代,あじろ,網代木・網代床・網代守
1989,冬,熱燗,あつかん,燗酒
1990,冬,厚司,あつし,
1991,冬,神在祭,あみありまつり,神在・神集ひ
1992,冬,霰,あられ,玉霰・夕霰・初霰
1993,冬,亜浪忌,あろうき,
1994,冬,アロエの花,あろえのはな,
1995,冬,行火,あんか,
1996,冬,鮟鱇,あんこう,
1997,冬,鮟鱇鍋,あんこうなべ,
1998,冬,藺植う,いうう,
1999,冬,息白し,いきしろし,白息
2000,冬,池普請,いけぶしん,川普請
2001,冬,魦,いさぎ,いさぎ舟・いさぎ漁
2002,冬,鼬,いたち,
2003,冬,鼬罠,いたちわな,
2004,冬,一月,いちがつ,
2005,冬,銀杏落葉,いちょうおちば,
2006,冬,一葉忌,いちようき,
2007,冬,一茶忌,いっさき,
2008,冬,一碧楼忌,いっぺきろうき,
2009,冬,凍滝,いてたき,冬滝・滝氷る
2010,冬,凍土,いてつち,凍上・大地凍つ
2011,冬,亥の子,いのこ,玄猪・亥の子餅
2012,冬,囲炉裏,いろり,炉・炉火・炉明り・炉話
2013,冬,兎,うさぎ,兎汁
2014,冬,兎狩,うさぎがり,兎罠・兎網
2015,冬,潤目鰯,うるめいわし,うるめ
2016,冬,恵比寿講,えびすこう,夷講・蛭子市・夷切
2017,冬,襟巻,えりまき,首巻・マフラー
2018,冬,狼,おおかみ,
2019,冬,御火焚,おおたき,御火焼
2020,冬,大晦日,おおみそか,大年・大つごもり・大三十日
2021,冬,奥三河花祭,おくみかわはなまつり,花祭・花神楽・榊鬼
2022,冬,おくんち,おくんち,竜踊・くんち・おくにち
2023,冬,鴛鴦,おしどり,をし
2024,冬,落葉,おちば,落葉・落葉焚・落葉掻・落葉篭・落葉期
2025,冬,乙字忌,おつじき,寒雷忌　二十日忌
2026,冬,おでん,おでん,関東煮（かんとうだき）
2027,冬,御取越,おとりこし,引上会
2028,冬,鬼柚子,おにゆず,
2029,冬,帯解,おびとき,紐解
2030,冬,御神渡,おみわたり,御渡り
2031,冬,御命講,おめいこう,御会式・日蓮忌・万燈・御命講花
2032,冬,温室,おんしつ,フレーム・温床・ビニールハウス
2033,冬,開戦日,かいせんび,十二月八日
2034,冬,鳰,かいつぶり,にほ・にほどり
2035,冬,懐炉,かいろ,温石
2036,冬,帰り花,かえりばな,返り花・忘れ花・狂ひ花・狂ひ咲き
2037,冬,顔見世,かおみせ,顔見勢
2038,冬,牡蠣,かき,真牡蠣・酢牡蠣・牡蠣飯
2039,冬,柿落葉,かきおちば,
2040,冬,牡蛎船,かきぶね,牡蛎料理・牡蛎鍋
2041,冬,牡蠣剥く,かきむく,牡蠣割る・牡蠣割女
2042,冬,杜父魚,かくぶつ,杜夫魚・霰魚・杜父魚・あられがこ
2043,冬,角巻,かくまき,
2044,冬,神楽,かぐら,御神楽・神楽歌・夜神楽・神遊び・庭燎
2045,冬,重ね着,かさねぎ,厚着
2046,冬,風花,かざはな,かぜはな・かざばな
2047,冬,風除,かざよけ,風垣・風囲
2048,冬,飾売,かざりうり,
2049,冬,火事,かじ,大火・小火・類焼・半焼・近火・遠火事・火事見舞
2050,冬,悴む,かじかむ,
2051,冬,春日万燈篭,かすがまんとうろう,春日の万燈
2052,冬,粕汁,かすじる,酒の粕
2053,冬,春日若宮おん祭,かずがわかみやおんまつり,
2054,冬,風邪,かぜ,感冒・流行風邪・流感・風邪声・鼻風邪・風邪心地・風邪薬・風邪の神
2055,冬,数え日,かぞえび,数へ日
2056,冬,門松立つ,かどまつたつ,松飾る
2057,冬,蕪,かぶら,蕪・かぶらな・すずな・赤蕪
2058,冬,蕪汁,かぶらじる,
2059,冬,鎌鼬,かまいたち,鎌風
2060,冬,竃猫,かまどねこ,へつつひ猫・かじけ猫・
2061,冬,髪置,かみおき,
2062,冬,神送り,かみおくり,
2063,冬,紙子,かみこ,紙衣
2064,冬,紙漉,かみすき,紙漉場・紙漉女・楮蒸す
2065,冬,神の旅,かみのたび,神の旅立
2066,冬,神の留守,かみのるす,留守の宮・留守詣
2067,冬,神迎,かみむかえ,
2068,冬,鴨,かも,真鴨・子鴨・鴨の声・鴨の陣
2069,冬,空風,からかぜ,空つ風・北颪・北下し
2070,冬,神等去出の神事,からさでのしんじ,神羅佐手・からさで祭
2071,冬,乾鮭,からざけ,干鮭
2072,冬,狩,かり,猟解禁・狩猟・猟犬・猪狩・鹿狩・狩人・猟夫・狩の宿
2073,冬,枯蘆,かれあし,枯芦・枯葦・枯蘆原
2074,冬,枯木,かれき,裸木・枯枝・枯木立・枯木道・枯木山・枯木宿・枯木星
2075,冬,枯菊,かれぎく,菊枯る・菊焚く
2076,冬,枯草,かれくさ,草枯る
2077,冬,枯桑,かれくわ,桑枯る
2078,冬,枯芝,かれしば,
2079,冬,枯芒,かれすすき,枯薄・冬芒・枯尾花
2080,冬,枯園,かれその,枯庭・冬の園・冬の庭
2081,冬,枯蔓,かれづる,枯かづら
2082,冬,枯蟷螂,かれとうろう,蟷螂枯る
2083,冬,枯野,かれの,大枯野・朽野・枯野道・枯野人・枯野宿・枯原
2084,冬,枯葉,かれは,
2085,冬,枯萩,かれはぎ,萩枯る
2086,冬,枯蓮,かれはす,枯蓮・蓮枯る・蓮の骨
2087,冬,枯芭蕉,かればしょう,芭蕉枯る
2088,冬,枯芙蓉,かれふよう,芙蓉の実
2089,冬,枯葎,かれむぐら,
2090,冬,枯柳,かれやなぎ,冬柳
2091,冬,カレンダー,かれんだー,
2092,冬,革衣,かわごろも,革ジャンパー・革ジャン・裘（かわごろも）
2093,冬,河郎忌,かわろうき,
2094,冬,寒,かん,寒中・寒の内・寒九・寒四郎
2095,冬,寒葵,かんあおい,
2096,冬,寒猿,かんえん,寒の猿・冬の猿・かじけ猿
2097,冬,寒鴉,かんがらす,寒鴉・冬鴉
2098,冬,寒灸,かんきゅう,寒やいと
2099,冬,寒菊,かんぎく,冬菊・霜菊・しまかんぎく
2100,冬,寒稽古,かんげいこ,寒中稽古・寒復習
2101,冬,寒鯉,かんごい,凍鯉・寒鯉釣
2102,冬,寒声,かんごえ,
2103,冬,寒肥,かんごえ,寒肥・寒ごやし
2104,冬,寒垢離,かんごり,寒行
2105,冬,寒晒,かんざらし,寒曝
2106,冬,寒蜆,かんしじみ,冬蜆
2107,冬,甘蔗刈,かんしょかり,甘蔗刈
2108,冬,樏,かんじき,アイゼン
2109,冬,寒雀,かんすずめ,冬雀・凍雀・ふくら雀
2110,冬,寒施行,かんせぎょう,野施行・穴施行
2111,冬,寒卵,かんたまご,
2112,冬,寒中水泳,かんちゅうすいえい,寒泳
2113,冬,寒潮,かんちょう,冬の潮・冬潮
2114,冬,寒椿,かんつばき,冬椿
2115,冬,寒造,かんづくり,
2116,冬,寒釣,かんづり,穴釣
2117,冬,寒天製す,かんてんせいす,寒天造る
2118,冬,神無月,かんなづき,かみなづき・神去月・神有月・時雨月・初霜月
2119,冬,寒念仏,かんねんぶつ,
2120,冬,寒の入,かんのいり,寒に入る
2121,冬,寒の水,かんのみず,寒水
2122,冬,寒晴,かんばれ,寒日和
2123,冬,寒波,かんぱ,寒波来る
2124,冬,寒弾,かんびき,
2125,冬,寒鮒,かんぶな,寒鮒釣
2126,冬,寒紅,かんべに,
2127,冬,寒木瓜,かんぼけ,
2128,冬,寒牡丹,かんぼたん,冬牡丹
2129,冬,寒参,かんまいり,寒詣・裸参
2130,冬,寒見舞,かんみまい,寒中見舞・雪見舞
2131,冬,寒餅,かんもち,
2132,冬,寒林,かんりん,寒木
2133,冬,外套,がいとう,オーバー・コート
2134,冬,賀状書く,がじょうかく,
2135,冬,雁木,がんぎ,
2136,冬,北風,きたかぜ,北風・冬の風・朔風・寒風・北吹く
2137,冬,北窓塞ぐ,きたまどふさぐ,北塞ぐ
2138,冬,狐,きつね,きつ
2139,冬,狐火,きつねび,鬼火・狐の提灯
2140,冬,狐罠,きつねわな,
2141,冬,着ぶくれ,きぶくれ,
2142,冬,切干,きりぼし,
2143,冬,勤労感謝の日,きんろうかんしゃのひ,
2144,冬,義士会,ぎしかい,義士会（ぎしえ）・義士討入の日
2145,冬,空也忌,くうやき,空也念仏
2146,冬,茎漬,くきづけ,菜漬
2147,冬,嚔,くさめ,くしやみ・はなひる
2148,冬,鯨,くじら,勇魚
2149,冬,鯨汁,くじらじる,鯨鍋
2150,冬,薬喰,くすりぐい,紅葉鍋
2151,冬,葛晒す,くずさらす,葛晒し
2152,冬,葛湯,くずゆ,
2153,冬,口切,くちきり,
2154,冬,熊,くま,羆・熊の子・熊穴に入る
2155,冬,熊突,くまつき,穴熊狩
2156,冬,熊祭,くままつり,熊送り・贄の熊・イオマンテ・カムイヨマンテ
2157,冬,クリオネ,くりおね,はだかかめがい
2158,冬,クリスマス,くりすます,降誕祭・聖誕節・聖夜・聖歌・クリスマスツリー・聖樹・クリスマスケーキ・サンタクロース・聖夜劇・クリスマスイブ
2159,冬,けあらし,けあらし,気嵐
2160,冬,毛糸編む,けいとあむ,毛糸・毛糸玉
2161,冬,毛皮,けがわ,毛皮売・毛皮店
2162,冬,毛衣,けごろも,裘・皮衣
2163,冬,厳寒,げんかん,極寒・酷寒・厳冬
2164,冬,降誕祭,こうたんさい,
2165,冬,氷,こおり,厚氷・氷面鏡・氷点下・結氷
2166,冬,凍る,こおる,氷る・凍つ・冱つ・凍む・冰る
2167,冬,木枯,こがらし,凩
2168,冬,炬燵,こたつ,切炬燵・置炬燵・掘炬燵
2169,冬,木の葉,このは,木の葉雨・木の葉散る
2170,冬,木の葉髪,このはがみ,
2171,冬,海鼠腸,このわた,このわた
2172,冬,小春,こはる,小春日・小春日和・小六月
2173,冬,氷下魚,こまい,氷下魚釣・氷下魚汁
2174,冬,暦売,こよみうり,
2175,冬,蒟蒻掘る,こんにゃくほる,蒟蒻干す
2176,冬,御用納,ごようおさめ,仕事納
2177,冬,笹鳴,ささなき,笹子鳴く
2178,冬,山茶花,さざんか,姫椿
2179,冬,札幌雪祭,さっぽろゆきまつり,雪祭・氷像・雪像
2180,冬,里神楽,さとかぐら,宮神楽・夜神楽・湯立神楽・遠山祭
2181,冬,寒し,さむし,寒さ・寒気・寒冷
2182,冬,鮫,さめ,鱶
2183,冬,冴ゆ,さゆ,
2184,冬,三寒四温,さんかんしおん,三寒・四温・四温日和
2185,冬,三平汁,さんぺいじる,
2186,冬,朱欒,ざぼん,うちむらさき・文旦・ぼんたん
2187,冬,塩鮭,しおざけ,新巻
2188,冬,敷松葉,しきまつば,
2189,冬,時雨,しぐれ,時雨るる・朝時雨・夕時雨・小夜時雨・村時雨・片時雨
2190,冬,柳葉魚,ししゃも,
2191,冬,歯朶刈,しだかり,
2192,冬,七五三,しちごさん,七五三の祝・七五三祝・千歳飴
2193,冬,凍豆腐,しみどうふ,氷豆腐・寒豆腐・高野豆腐・凍豆腐造る
2194,冬,注連飾る,しめかざる,
2195,冬,注連作,しめつくり,
2196,冬,霜,しも,霜の花・大霜・深霜・強霜・朝霜・夜霜・霜晴・霜凪・霜雫・霜解・霜の声
2197,冬,霜枯,しもがれ,
2198,冬,霜月,しもつき,霜降月
2199,冬,霜柱,しもばしら,
2200,冬,霜焼,しもやけ,凍傷・霜腫
2201,冬,霜夜,しもよ,
2202,冬,霜除,しもよけ,
2203,冬,社会鍋,しゃかいなべ,慈善鍋
2204,冬,小寒,しょうかん,
2205,冬,正月事始,しょうがつことはじめ,事始
2206,冬,障子,しょうじ,冬障子・腰障子・明り障子
2207,冬,ショール,しょーる,肩掛
2208,冬,師走,しわす,極月・臘月・春待月
2209,冬,神農祭,しんのうさい,神農の虎
2210,冬,新海苔,しんのり,寒海苔
2211,冬,ジャケツ,じゃけつ,
2212,冬,十一月,じゅういちがつ,
2213,冬,絨緞,じゅうたん,緞通・カーペット
2214,冬,十二月,じゅうにがつ,
2215,冬,十夜,じゅうや,十夜法要・お十夜・十夜粥・十夜婆
2216,冬,樹氷,じゅひょう,木華・霧の花・樹氷林
2217,冬,除夜,じょや,除夕・年の夜
2218,冬,除夜の鐘,じょやのかね,
2219,冬,除夜詣,じょやもうで,年越詣・節分詣・年越参
2220,冬,水仙,すいせん,水仙花・雪中花
2221,冬,すが漏り,すがもり,
2222,冬,隙間風,すきまかぜ,
2223,冬,鋤焼,すきやき,牛鍋・馬肉鋤・桜鍋
2224,冬,スキー,すきー,スキー場・スキーヤー・ゲレンデ・シャンツェ
2225,冬,酢茎,すぐき,
2226,冬,スケート,すけーと,氷滑り・スケート場
2227,冬,煤払,すすはらい,煤掃・煤竹・煤篭・煤湯
2228,冬,ストーブ,すとーぶ,暖炉・ペチカ
2229,冬,炭,すみ,炭火・埋火・消炭・炭斗・炭篭・炭売・炭屋・炭俵
2230,冬,炭焼,すみやき,炭焼小屋・炭焼竃・炭竃
2231,冬,頭巾,ずきん,
2232,冬,青邨忌,せいそんき,
2233,冬,青畝忌,せいほき,万両忌
2234,冬,咳,せき,咳く・咳く
2235,冬,石炭,せきたん,
2236,冬,節分,せつぶん,大原雑魚寝
2237,冬,背蒲団,せなぶとん,肩蒲団・腰蒲団・負真綿
2238,冬,千両,せんりょう,仙蓼・実千両
2239,冬,セーター,せーたー,カーディガン
2240,冬,草城忌,そうじょうき,
2241,冬,漱石忌,そうせきき,
2242,冬,早梅,そうばい,梅早し
2243,冬,蘇鉄の実,そてつのみ,
2244,冬,蕎麦掻,そばがき,蕎麦湯
2245,冬,橇,そり,馬橇・犬橇・手橇・雪車
2246,冬,雑炊,ぞうすい,おじや
2247,冬,鯛焼,たいやき,今川焼
2248,冬,鷹,たか,大鷹・小鷹・さしば・隼
2249,冬,鷹狩,たかがり,鷹匠・鷹野
2250,冬,焚火,たきび,
2251,冬,沢庵,たくあん,沢庵漬・沢庵漬製す・大根漬く
2252,冬,竹馬,たけうま,
2253,冬,畳替,たたみがえ,
2254,冬,竹瓮,たっぺ,
2255,冬,炭団,たどん,豆炭
2256,冬,狸,たぬき,たのき・むじな
2257,冬,狸汁,たぬきじる,
2258,冬,狸罠,たぬきわな,
2259,冬,足袋,たび,白足袋・色足袋
2260,冬,玉子酒,たまござけ,卵酒
2261,冬,鱈,たら,雪魚・真鱈・助宗鱈・鱈場・鱈船・子持鱈・鱈汁
2262,冬,短日,たんじつ,日短・日短し・暮早し・暮易し
2263,冬,探梅,たんばい,梅探る・探梅行
2264,冬,大寒,だいかん,寒土用
2265,冬,大根焚,だいこたき,鳴滝の大根焚
2266,冬,大根の葉,だいこのは,
2267,冬,大根,だいこん,だいこ・おほね・すずしろ・大根畑
2268,冬,大根洗ふ,だいこんあらう,
2269,冬,大根引,だいこんひき,大根引
2270,冬,大根干す,だいこんほす,懸大根・干大根
2271,冬,大師講,だいしこう,
2272,冬,ダイヤモンドダスト,だいやもんどだすと,細氷
2273,冬,達磨忌,だるまき,初祖忌・少林忌
2274,冬,暖房,だんぼう,スチーム・ヒーター・暖房車
2275,冬,近松忌,ちかまつき,巣林子忌
2276,冬,秩父夜祭,ちちぶよまつり,
2277,冬,千鳥,ちどり,鵆・磯千鳥・浜千鳥・川千鳥・夕千鳥・小夜千鳥・群千鳥・友千鳥・遠千鳥・鳴く千鳥
2278,冬,茶の花,ちゃのはな,
2279,冬,ちやんちやんこ,ちやんちやんこ,袖無
2280,冬,追儺,ついな,鬼やらひ・なやらひ
2281,冬,石蕗の花,つはのはな,つ吾の花・石蕗の花・石蕗
2282,冬,冷たし,つめたし,底冷え
2283,冬,氷柱,つらら,垂氷・草氷柱
2284,冬,鶴,つる,凍鶴・冬の鶴
2285,冬,貞徳忌,ていとくき,
2286,冬,手袋,てぶくろ,皮手袋・マフ
2287,冬,天皇誕生日,てんのうたんじょうび,
2288,冬,電気毛布,でんきもうふ,
2289,冬,冬耕,とうこう,
2290,冬,冬至,とうじ,冬至粥・冬至南瓜
2291,冬,冬眠,とうみん,
2292,冬,年惜しむ,としおしむ,
2293,冬,年木樵,としきこり,節木樵・年木積む・年木売
2294,冬,年越,としこし,年を越す
2295,冬,年篭,としごもり,年籠
2296,冬,年の市,としのいち,
2297,冬,年の内,としのうち,年内
2298,冬,年の暮,としのくれ,歳暮・歳晩・歳末・年末・年歩む・年の瀬・年の果・年暮るる
2299,冬,年守る,としまもる,
2300,冬,年用意,としようい,春支度
2301,冬,年忘,としわすれ,忘年会
2302,冬,寅彦忌,とらひこき,
2303,冬,酉の市,とりのいち,お酉さま・酉の町・一の酉・二の酉・三の酉・おかめ市・熊手
2304,冬,泥鰌掘る,どじょうほる,
2305,冬,褞袍,どてら,丹前
2306,冬,納豆汁,なっとじる,
2307,冬,名の木枯る,なのきかる,蔦枯る・銀杏枯る・葡萄枯る・欅枯る・冬欅
2308,冬,名の草枯る,なのくさかる,名草枯る
2309,冬,鍋焼,なべやき,鍋焼饂飩
2310,冬,海鼠,なまこ,酢海鼠
2311,冬,波の花,なみのはな,浪の華・潮花
2312,冬,煮凝,にこごり,煮凍
2313,冬,日記買う,にっきかう,古日記
2314,冬,日記果つ,にっきはつ,
2315,冬,人参,にんじん,胡蘿蔔
2316,冬,葱,ねぎ,葱・一文字・根深・葉葱・葱畑
2317,冬,根深汁,ねぶかじる,葱汁
2318,冬,ねんねこ,ねんねこ,ねんねこばんてん
2319,冬,年末賞与,ねんまつしょうよ,年末手当・ボーナス
2320,冬,のっぺい汁,のっぺいじる,のつぺ　濃餅汁
2321,冬,袴着,はかまぎ,
2322,冬,掃納,はきおさめ,
2323,冬,波郷忌,はきょうき,
2324,冬,白菜,はくさい,
2325,冬,白鳥,はくちょう,スワン・鵠・大白鳥・黒鳥
2326,冬,羽子板市,はごいたいち,
2327,冬,蓮根掘る,はすねほる,蓮掘
2328,冬,鰰,はたはた,雷魚・かみなりうを
2329,冬,鉢叩,はちたたき,
2330,冬,初氷,はつごおり,
2331,冬,初時雨,はつしぐれ,
2332,冬,初霜,はつしも,
2333,冬,初冬,はつふゆ,初冬・冬初め・冬浅し
2334,冬,初雪,はつゆき,新雪
2335,冬,葉牡丹,はぼたん,
2336,冬,針供養,はりくよう,針休み・針納め
2337,冬,春近し,はるちかし,春隣・春信
2338,冬,春待つ,はるまつ,春を待つ・待春
2339,冬,阪神大震災忌,はんしんだいしんさいき,
2340,冬,芭蕉忌,ばしょうき,時雨忌・桃青忌・翁忌
2341,冬,日脚伸ぶ,ひあしのぶ,
2342,冬,避寒,ひかん,避寒宿
2343,冬,久女忌,ひさじょき,
2344,冬,膝掛,ひざかけ,
2345,冬,日向ぼこ,ひなたぼこ,日向ぼつこ・日向ぼこり
2346,冬,火の番,ひのばん,夜番・夜廻・夜警・寒柝
2347,冬,火鉢,ひばち,火桶・手焙・手炉
2348,冬,柊挿す,ひひらぎさす,焼嗅し
2349,冬,柊の花,ひひらぎのはな,花柊
2350,冬,胼,ひび,胼薬
2351,冬,氷海,ひょうかい,海氷る・凍港・氷原・氷江
2352,冬,氷湖,ひょうこ,湖氷る・冬の湖・冬の沼
2353,冬,鰭酒,ひれざけ,身酒
2354,冬,枇杷の花,びはのはな,花枇杷
2355,冬,屏風,びょうぶ,枕屏風
2356,冬,鞴祭,ふいごまつり,踏鞴祭・ほど祭・鍛冶祭
2357,冬,梟,ふくろう,ふくろ
2358,冬,河豚,ふぐ,ふぐと・ふく
2359,冬,河豚汁,ふぐじる,ふぐと汁・ふぐ鍋・ちり鍋
2360,冬,柴漬,ふしづけ,
2361,冬,衾,ふすま,紙衾
2362,冬,襖,ふすま,唐紙
2363,冬,札納,ふだおさめ,納札
2364,冬,懐手,ふところで,
2365,冬,蒲団,ふとん,干蒲団
2366,冬,吹雪,ふぶき,地吹雪・雪煙・雪浪
2367,冬,冬,ふゆ,三冬・九冬・玄冬・冬帝・冬将軍
2368,冬,冬暖か,ふゆあたたか,暖冬・冬ぬくし
2369,冬,冬安居,ふゆあんご,雪安居
2370,冬,冬苺,ふゆいちご,寒苺
2371,冬,冬鷗,ふゆかもめ,鷗・鴎
2372,冬,冬霞,ふゆがすみ,冬の霞・寒霞
2373,冬,冬構,ふゆがまえ,冬囲
2374,冬,冬枯,ふゆがれ,枯る
2375,冬,冬木,ふゆき,冬木立・冬木影・冬木道・冬木宿
2376,冬,冬草,ふゆくさ,冬の草・冬青草
2377,冬,冬籠,ふゆごもり,雪篭・冬篭
2378,冬,冬桜,ふゆざくら,寒桜・緋寒桜・寒緋桜
2379,冬,冬座敷,ふゆざしき,
2380,冬,冬ざれ,ふゆざれ,冬ざるる
2381,冬,冬菫,ふゆすみれ,寒菫
2382,冬,冬薔薇,ふゆそうび,冬薔薇・寒薔薇
2383,冬,冬田,ふゆた,冬の田・冬田道
2384,冬,冬尽く,ふゆつく,冬終る・冬の名残・冬去る
2385,冬,冬菜,ふゆな,冬菜畑・冬菜売
2386,冬,冬凪,ふゆなぎ,寒凪
2387,冬,冬虹,ふゆにじ,
2388,冬,冬野,ふゆの,冬の野・冬の原・雪野・雪原
2389,冬,冬の朝,ふゆのあさ,冬曙・寒暁
2390,冬,冬の虻,ふゆのあぶ,
2391,冬,冬の雨,ふゆのあめ,寒の雨
2392,冬,冬の鴬,ふゆのうぐいす,寒鴬・鴬の子・笹子・薮鴬
2393,冬,冬の海,ふゆのうみ,冬海・冬の浜
2394,冬,冬の梅,ふゆのうめ,冬梅・寒梅・寒紅梅・冬至梅
2395,冬,冬の雁,ふゆのかり,寒雁
2396,冬,冬の川,ふゆのかわ,冬川・冬川原
2397,冬,冬の霧,ふゆのきり,冬霧
2398,冬,冬の雲,ふゆのくも,冬雲・凍雲・寒雲
2399,冬,冬の暮,ふゆのくれ,冬の夕・寒暮
2400,冬,冬の空,ふゆのそら,冬天・寒天・寒空・冬空
2401,冬,冬の蝶,ふゆのちょう,冬蝶・凍蝶
2402,冬,冬の月,ふゆのつき,寒月・冬三日月・月冴ゆ・月氷る
2403,冬,冬の鳥,ふゆのとり,寒禽
2404,冬,冬の波,ふゆのなみ,冬浪・冬涛・寒涛・冬怒濤
2405,冬,冬の虹,ふゆのにじ,
2406,冬,冬の蠅,ふゆのはえ,冬蝿
2407,冬,冬の蜂,ふゆのはち,冬蜂・凍蜂
2408,冬,冬の日,ふゆのひ,冬日・冬日向・冬日影
2409,冬,冬の燈,ふゆのひ,冬の灯・冬燈・冬灯・冬ともし・寒燈・寒灯
2410,冬,冬の星,ふゆのほし,寒星・荒星・凍星・冬銀河・星冴ゆ・オリオン・寒昴・シリウス・天狼
2411,冬,冬の水,ふゆのみず,冬の泉・寒泉
2412,冬,冬の虫,ふゆのむし,
2413,冬,冬の鵙,ふゆのもず,
2414,冬,冬の靄,ふゆのもや,冬靄・寒靄
2415,冬,冬の山,ふゆのやま,冬山・枯山・雪山・冬嶺・雪嶺・冬山路・冬山家
2416,冬,冬の夕焼,ふゆのゆうやけ,寒夕焼・冬茜・寒茜・寒落暉
2417,冬,冬の夜,ふゆのよ,夜半の冬・寒夜
2418,冬,冬の雷,ふゆのらい,寒雷
2419,冬,冬花火,ふゆはなび,
2420,冬,冬晴,ふゆばれ,冬日和・冬麗・冬うらら
2421,冬,冬旱,ふゆひでり,寒旱
2422,冬,冬雲雀,ふゆひばり,
2423,冬,冬深し,ふゆふかし,冬深む・暮の冬・真冬
2424,冬,冬服,ふゆふく,冬着・冬シャツ・皮羽織
2425,冬,冬帽子,ふゆぼうし,冬帽
2426,冬,冬めく,ふゆめく,
2427,冬,冬萌,ふゆもえ,冬木の芽・冬芽
2428,冬,冬紅葉,ふゆもみじ,
2429,冬,冬館,ふゆやかた,冬の家・冬の宿
2430,冬,冬休み,ふゆやすみ,
2431,冬,古暦,ふるごよみ,暦の果・暦の終り
2432,冬,風呂吹,ふろふき,風呂吹大根
2433,冬,蕪村忌,ぶそんき,春星忌・夜半亭忌
2434,冬,仏手柑,ぶっしゅかん,ぶしゅ柑
2435,冬,鰤,ぶり,寒鰤
2436,冬,鰤網,ぶりあみ,鰤場
2437,冬,鰤起し,ぶりおこし,
2438,冬,碧梧桐忌,へきごとうき,寒明忌
2439,冬,報恩講,ほうおんこう,御正忌・御七夜・御講・御霜月・親鸞忌
2440,冬,魴鮄,ほうぼう,
2441,冬,捕鯨,ほげい,捕鯨船
2442,冬,干菜汁,ほしなじる,
2443,冬,干菜吊る,ほしなつる,干菜・懸菜・吊菜・干葉
2444,冬,榾,ほだ,ほた・榾火・榾明り
2445,冬,朴落葉,ほほおちば,朴散る
2446,冬,頬被,ほほかむり,ほほかぶり
2447,冬,防雪林,ぼうせつりん,
2448,冬,ボジョレー・ヌーヴォー,ぼじょれーぬーぼー,
2449,冬,牡丹焚火,ぼたんたきび,牡丹焚く・牡丹供養
2450,冬,牡丹鍋,ぼたんなべ,猪鍋・山鯨・猪肉
2451,冬,ボロ市,ぼろいち,世田谷襤褸市
2452,冬,ポインセチア,ぽいんせちあ,猩々木・クリスマスフラワー
2453,冬,鮪,まぐろ,鮪船・鮪釣
2454,冬,マスク,ますく,
2455,冬,松葉蟹,まつばがに,ずわい蟹・越前蟹
2456,冬,豆撒,まめまき,豆打・年の豆・鬼打豆・鬼は外・福は内・年男
2457,冬,マント,まんと,二重廻し・トンビ・インバネス
2458,冬,万両,まんりょう,実万両
2459,冬,蜜柑,みかん,蜜柑山・蜜柑狩
2460,冬,三島忌,みしまき,憂国忌
2461,冬,水涸る,みずかる,川涸る・沼涸る・滝涸る
2462,冬,水鳥,みずどり,浮寝鳥
2463,冬,水洟,みずばな,鼻水
2464,冬,瑞穂,みずほ,穂田
2465,冬,水餅,みずもち,
2466,冬,晦日蕎麦,みそかそば,年越蕎麦・つごもり蕎麦
2467,冬,鷦鷯,みそさざい,三十三才
2468,冬,味噌搗,みそつき,味噌作る
2469,冬,霙,みぞれ,霙るる
2470,冬,木菟,みみづく,づく
2471,冬,耳袋,みみぶくろ,耳掛
2472,冬,都鳥,みやこどり,ゆりかもめ
2473,冬,麦の芽,むぎのめ,芽麦
2474,冬,麦蒔,むぎまき,
2475,冬,むささび,むささび,むささび
2476,冬,霧氷,むひょう,樹霜・粗氷・霧氷林
2477,冬,室咲,むろざき,室の花
2478,冬,和布刈神事,めかりのしんじ,和布刈禰宜・和布刈桶
2479,冬,目貼,めばり,隙間貼る
2480,冬,毛布,もうふ,ケット
2481,冬,虎落笛,もがりぶえ,
2482,冬,餅,もち,
